"pollutant_station_code","weather_station_code","time","so2","no2","o3","co","pm10","pm25","pm25_lag1","pres","temp","humi","dewp","prec","WSPM","alert_if","hour_eps","id_eps"
"S120006",54619,"2016-12-15 11:00:00",10,18,29,0.4,88,24,15,1033.7,3.4,30,-12.6,0,3,0,16,58
"S120006",54619,"2016-12-15 12:00:00",9,15,32,0.3,67,18,24,1033.1,4.3,24,-14.5,0,4.8,0,17,58
"S120006",54619,"2016-12-15 13:00:00",9,16,32,0.3,43,10,18,1032.9,4.7,23,-14.7,0,4,0,18,58
"S120006",54619,"2016-12-15 14:00:00",9,17,31,0.3,47,12,10,1032.7,4.7,22,-15.3,0,4.5,0,19,58
"S120006",54619,"2016-12-15 15:00:00",11,18,29,0.3,35,15,12,1033.1,5,22,-15,0,3.3,0,20,58
"S120006",54619,"2016-12-15 16:00:00",14,30,19,0.4,45,17,15,1033.1,4.5,23,-14.9,0,2.1,0,21,58
"S120006",54619,"2016-12-15 17:00:00",22,53,8,0.7,79,22,17,1033.1,3.1,26,-14.6,0,0.5,0,22,58
"S120006",54619,"2016-12-15 18:00:00",18,52,9,1.1,78,40,22,1033.5,2,32,-13,0,0.8,0,23,58
"S120006",54619,"2016-12-15 19:00:00",19,58,9,1.2,118,36,40,1033.8,-0.9,41,-12.5,0,0.4,0,24,58
"S120006",54619,"2016-12-15 20:00:00",18,55,8,1.3,98,54,36,1033.9,-1.7,43,-12.7,0,0.9,0,25,58
"S120006",54619,"2016-12-15 21:00:00",19,54,8,1.7,104,56,54,1034,-1.8,44,-12.5,0,1.2,0,26,58
"S120006",54619,"2016-12-15 22:00:00",19,53,8,1.4,97,57,56,1033.9,-2.8,48,-12.3,0,0.4,0,27,58
"S120006",54619,"2016-12-15 23:00:00",23,54,9,1.8,137,52,57,1033.5,-3.3,51,-12,0,0.1,0,28,58
"S120006",54619,"2016-12-16 00:00:00",28,51,10,2,155,97,52,1033.1,-3.5,51,-12.2,0,0.7,0,29,58
"S120006",54619,"2016-12-16 01:00:00",27,51,9,2.2,174,107,97,1032.6,-3.8,54,-11.8,0,0.5,0,30,58
"S120006",54619,"2016-12-16 02:00:00",24,52,9,2.2,158,121,107,1032.3,-2.9,55,-10.7,0,1,0,31,58
"S120006",54619,"2016-12-16 03:00:00",22,51,8,2.4,146,124,121,1032,-3.7,57,-11,0,1.2,0,32,58
"S120006",54619,"2016-12-16 04:00:00",20,47,8,1.6,107,92,124,1031.5,-4,59,-10.8,0,1.7,0,33,58
"S120006",54619,"2016-12-16 05:00:00",19,46,8,1.5,112,68,92,1030.7,-3.3,56,-10.8,0,1.5,0,34,58
"S120006",54619,"2016-12-16 06:00:00",20,46,8,1.6,113,68,68,1030.4,-4,61,-10.4,0,1.3,0,35,58
"S120006",54619,"2016-12-16 07:00:00",21,46,8,1.8,121,78,68,1030.4,-4.5,64,-10.3,0,0.9,0,36,58
"S120006",54619,"2016-12-16 08:00:00",19,43,9,1.5,140,91,78,1030,-4.1,65,-9.7,0,1.2,0,37,58
"S120006",54619,"2016-12-16 09:00:00",18,43,10,1.5,194,92,91,1029.9,-1.6,60,-8.4,0,1.9,0,38,58
"S120006",54619,"2016-12-16 10:00:00",19,45,13,1.7,250,130,92,1029.6,1.6,56,-6.2,0,2.7,0,39,58
"S120006",54619,"2016-12-16 11:00:00",18,41,17,1.5,204,156,130,1028.3,4.2,49,-5.6,0,3.9,0,40,58
"S120006",54619,"2016-12-16 12:00:00",NA,NA,NA,NA,44,30,156,1026.6,6,43,-5.7,0,3.4,0,41,58
"S120006",54619,"2016-12-16 13:00:00",17,47,19,1.6,175,34,30,1025.2,7.3,39,-5.8,0,4.2,0,42,58
"S120006",54619,"2016-12-16 14:00:00",16,49,19,1.5,181,96,34,1024.2,8.3,35,-6.3,0,3.1,0,43,58
"S120006",54619,"2016-12-16 15:00:00",17,52,18,1.6,182,133,96,1023.5,8.6,35,-6,0,2.3,0,44,58
"S120006",54619,"2016-12-16 16:00:00",17,63,14,1.6,174,124,133,1023,7.8,38,-5.7,0,1.8,0,45,58
"S120006",54619,"2016-12-16 17:00:00",18,82,8,1.8,190,141,124,1022.8,5.5,44,-5.8,0,1,0,46,58
"S120006",54619,"2016-12-16 18:00:00",19,81,8,1.9,184,149,141,1023,1.9,56,-6,0,0.4,0,47,58
"S120006",54619,"2016-12-16 19:00:00",18,72,8,2,192,154,149,1022.9,2.3,56,-5.6,0,1,0,48,58
"S120006",54619,"2016-12-16 20:00:00",31,84,10,3.6,264,182,154,1022.8,3.8,51,-5.4,0,1.6,0,49,58
"S120006",54619,"2016-12-16 21:00:00",23,81,8,2.5,228,203,182,1022.5,3.1,55,-5.1,0,1.9,0,50,58
"S120006",54619,"2016-12-16 22:00:00",18,77,8,1.9,208,176,203,1022.2,2.2,60,-4.8,0,1.4,0,51,58
"S120006",54619,"2016-12-16 23:00:00",18,79,7,2,216,179,176,1022.1,2.2,64,-3.9,0,1.6,0,52,58
"S120006",54619,"2016-12-17 00:00:00",18,69,8,2.3,231,193,179,1022.4,1.8,66,-3.9,0,1.3,0,53,58
"S120006",54619,"2016-12-17 01:00:00",16,52,12,1.8,226,200,193,1022.2,1.4,69,-3.7,0,1.2,0,54,58
"S120006",54619,"2016-12-17 02:00:00",15,52,12,1.8,210,202,200,1022.4,0.6,73,-3.7,0,1.2,0,55,58
"S120006",54619,"2016-12-17 03:00:00",15,62,8,2.1,202,194,202,1022.3,0.1,76,-3.6,0,0.8,0,56,58
"S120006",54619,"2016-12-17 04:00:00",15,71,7,2.4,215,207,194,1022,0.1,77,-3.5,0,0.7,0,57,58
"S120006",54619,"2016-12-17 05:00:00",16,67,7,2.5,203,197,207,1021.6,0.5,76,-3.2,0,1.4,0,58,58
"S120006",54619,"2016-12-17 06:00:00",15,62,7,2.8,206,177,197,1021.5,0,79,-3.2,0,1.6,0,59,58
"S120006",54619,"2016-12-17 07:00:00",15,60,7,2.6,205,177,177,1021.7,-0.5,82,-3.2,0,1.2,0,60,58
"S120006",54619,"2016-12-17 08:00:00",17,62,8,3,275,184,177,1022,-0.6,81,-3.5,0,2.3,0,61,58
"S120006",54619,"2016-12-17 09:00:00",18,65,8,2.7,269,227,184,1022.6,-0.4,80,-3.4,0,1.4,0,62,58
"S120006",54619,"2016-12-17 10:00:00",17,63,8,2,232,215,227,1023.2,1.2,75,-2.7,0,1.4,0,63,58
"S120006",54619,"2016-12-17 11:00:00",15,53,11,1.5,NA,182,215,1022.7,3,69,-2.1,0,2,0,64,58
"S120006",54619,"2016-12-17 12:00:00",14,49,12,1.5,176,175,182,1021.7,4.6,64,-1.6,0,1.3,0,65,58
"S120006",54619,"2016-12-17 13:00:00",13,46,12,1.5,174,165,175,1020.9,5.5,61,-1.4,0,1.9,0,66,58
"S120006",54619,"2016-12-17 14:00:00",13,49,14,1.4,170,166,165,1020.6,5.7,59,-1.7,0,1.8,0,67,58
"S120006",54619,"2016-12-17 15:00:00",13,56,13,1.4,182,171,166,1020.9,6.1,58,-1.6,0,1.3,0,68,58
"S120006",54619,"2016-12-17 16:00:00",14,73,9,2,246,179,171,1021.1,5.7,59,-1.7,0,0.8,0,69,58
"S120006",54619,"2016-12-17 17:00:00",15,81,7,2.3,269,214,179,1021.5,4.2,64,-2,0,0.1,0,70,58
"S120006",54619,"2016-12-17 18:00:00",15,80,7,2.5,263,212,214,1022.1,2.1,75,-1.9,0,0.2,0,71,58
"S120006",54619,"2016-12-17 19:00:00",16,83,7,2.6,255,228,212,1022.4,1.1,80,-2,0,0.5,0,72,58
"S120008",54529,"2016-12-14 20:00:00",45,77,3,2,66,43,62,1030.9,-2.9,61,-9.4,0,2.3,0,1,59
"S120008",54529,"2016-12-14 21:00:00",42,77,2,2.6,57,41,43,1030.8,-2.5,62,-8.8,0,3.9,0,2,59
"S120008",54529,"2016-12-14 22:00:00",42,78,2,2.3,65,41,41,1030.5,-3.2,67,-8.5,0,1.8,0,3,59
"S120008",54529,"2016-12-14 23:00:00",43,79,2,2.3,86,44,41,1030.3,-3.6,71,-8.1,0,1.3,0,4,59
"S120008",54529,"2016-12-15 00:00:00",45,78,2,2.2,92,60,44,1030.1,-3.9,70,-8.6,0,1,0,5,59
"S120008",54529,"2016-12-15 01:00:00",41,77,2,2.2,107,61,60,1030.1,-4.1,71,-8.6,0,1.2,0,6,59
"S120008",54529,"2016-12-15 02:00:00",45,78,3,2.7,125,78,61,1030.1,-4,71,-8.5,0,1.3,0,7,59
"S120008",54529,"2016-12-15 03:00:00",60,79,3,2.8,126,92,78,1029.9,-4.4,72,-8.7,0,1.2,0,8,59
"S120008",54529,"2016-12-15 04:00:00",59,78,3,3,146,102,92,1029.4,-3.9,59,-10.7,0,1.3,0,9,59
"S120008",54529,"2016-12-15 05:00:00",57,75,3,2.7,150,107,102,1029.5,-4.5,63,-10.5,0,1.1,0,10,59
"S120008",54529,"2016-12-15 06:00:00",55,72,2,2.7,163,116,107,1029.9,-4,61,-10.4,0,1.8,0,11,59
"S120008",54529,"2016-12-15 07:00:00",53,70,3,2.8,147,112,116,1031.1,-5.1,68,-10.1,0,1,0,12,59
"S120008",54529,"2016-12-15 08:00:00",54,66,5,2.7,139,108,112,1031.9,-4.8,70,-9.4,0,1.3,0,13,59
"S120008",54529,"2016-12-15 09:00:00",50,63,10,2.8,166,108,108,1032.8,-2.8,59,-9.7,0,2.1,0,14,59
"S120008",54529,"2016-12-15 10:00:00",47,57,18,2.3,118,102,108,1033.7,-1,54,-9.1,0,2.9,0,15,59
"S120008",54529,"2016-12-15 11:00:00",38,41,30,1.7,NA,75,102,1033.7,1.4,42,-10.1,0,3.9,0,16,59
"S120008",54529,"2016-12-15 12:00:00",26,21,48,1.1,NA,43,75,1033.4,2.8,35,-11.2,0,4.2,0,17,59
"S120008",54529,"2016-12-15 13:00:00",17,4,61,0.7,NA,26,43,1032.9,3.5,28,-13.3,0,6,0,18,59
"S120008",54529,"2016-12-15 14:00:00",16,4,63,0.7,NA,13,26,1032.6,3.4,27,-13.9,0,6.2,0,19,59
"S120008",54529,"2016-12-15 15:00:00",15,5,62,0.7,17,11,13,1032.9,3.2,26,-14.5,0,6.7,0,20,59
"S120008",54529,"2016-12-15 16:00:00",16,8,57,0.7,NA,14,11,1032.9,2.9,27,-14.3,0,4.4,0,21,59
"S120008",54529,"2016-12-15 17:00:00",17,12,53,0.8,NA,19,14,1032.9,1,38,-11.8,0,1,0,22,59
"S120008",54529,"2016-12-15 18:00:00",15,9,54,0.8,NA,15,19,1032.9,1.5,35,-12.3,0,5.9,0,23,59
"S120008",54529,"2016-12-15 19:00:00",19,9,54,0.8,NA,20,15,1033.3,0,37,-13,0,2,0,24,59
"S120008",54529,"2016-12-15 20:00:00",24,28,42,0.9,18,16,20,1033.3,0,35,-13.7,0,2.3,0,25,59
"S120008",54529,"2016-12-15 21:00:00",25,24,45,0.9,NA,19,16,1033.2,-0.3,36,-13.6,0,2,0,26,59
"S120008",54529,"2016-12-15 22:00:00",19,19,45,0.9,27,24,19,1033.1,-0.9,38,-13.5,0,1.4,0,27,59
"S120008",54529,"2016-12-15 23:00:00",18,20,41,1.1,44,24,24,1032.8,-1.1,41,-12.7,0,1.1,0,28,59
"S120008",54529,"2016-12-16 00:00:00",26,68,3,1.9,89,50,24,1032.5,-1.7,48,-11.3,0,2.5,0,29,59
"S120008",54529,"2016-12-16 01:00:00",28,67,3,2,78,66,50,1032.4,-2.5,53,-10.8,0,1.1,0,30,59
"S120008",54529,"2016-12-16 02:00:00",39,71,2,2.4,73,57,66,1032.1,-3.4,60,-10.1,0,1.3,0,31,59
"S120008",54529,"2016-12-16 03:00:00",46,73,3,2.7,74,49,57,1031.7,-3.8,58,-10.9,0,1.2,0,32,59
"S120008",54529,"2016-12-16 04:00:00",45,73,2,2.2,114,55,49,1031.1,-3.1,54,-11.1,0,1,0,33,59
"S120008",54529,"2016-12-16 05:00:00",60,74,2,2.3,152,72,55,1030.6,-3.6,60,-10.3,0,1.2,0,34,59
"S120008",54529,"2016-12-16 06:00:00",58,73,2,2.6,149,95,72,1030.4,-3.2,64,-9.1,0,1.4,0,35,59
"S120008",54529,"2016-12-16 07:00:00",55,72,3,2.8,142,98,95,1030,-3.5,66,-8.9,0,0.9,0,36,59
"S120008",54529,"2016-12-16 08:00:00",59,71,5,2.4,146,99,98,1029.5,-2.8,63,-8.9,0,1.5,0,37,59
"S120008",54529,"2016-12-16 09:00:00",54,66,7,2.3,160,92,99,1029.6,-0.6,55,-8.5,0,1.7,0,38,59
"S120008",54529,"2016-12-16 10:00:00",60,64,14,2.5,183,107,92,1029.3,0.3,56,-7.5,0,3,0,39,59
"S120008",54529,"2016-12-16 11:00:00",73,73,18,2.9,212,127,107,1028,2,55,-6.1,0,3.8,0,40,59
"S120008",54529,"2016-12-16 12:00:00",82,81,22,3.1,236,146,127,1026.5,3.6,51,-5.6,0,3.7,0,41,59
"S120008",54529,"2016-12-16 13:00:00",73,71,32,2.7,221,164,146,1025.2,5.4,47,-5,0,3.9,0,42,59
"S120008",54529,"2016-12-16 14:00:00",64,68,33,2.6,211,153,164,1024.3,6.8,41,-5.6,0,3.3,0,43,59
"S120008",54529,"2016-12-16 15:00:00",61,78,27,2.7,231,161,153,1023.5,6.7,44,-4.7,0,1.8,0,44,59
"S120008",54529,"2016-12-16 16:00:00",59,90,16,3.2,247,173,161,1023.1,5,51,-4.3,0,1.5,0,45,59
"S120008",54529,"2016-12-16 17:00:00",58,103,7,3.3,249,190,173,1022.9,2.6,58,-4.8,0,0.7,0,46,59
"S120008",54529,"2016-12-16 18:00:00",89,117,3,4,305,201,190,1022.5,0,68,-5.2,0,1.1,0,47,59
"S120008",54529,"2016-12-16 19:00:00",119,109,3,3.9,286,207,201,1022.9,-0.2,72,-4.6,0,0.8,0,48,59
"S120008",54529,"2016-12-16 20:00:00",100,111,3,3.9,282,187,207,1022.9,-0.1,71,-4.7,0,0.8,0,49,59
"S120008",54529,"2016-12-16 21:00:00",89,104,2,2.9,214,183,187,1022.6,-1,75,-4.9,0,0.5,0,50,59
"S120008",54529,"2016-12-16 22:00:00",73,102,2,2.5,212,141,183,1022.6,0.2,66,-5.4,0,0.9,0,51,59
"S120008",54529,"2016-12-16 23:00:00",75,100,3,2.4,203,135,141,1022.5,2.5,59,-4.7,0,1.6,0,52,59
"S120008",54529,"2016-12-17 00:00:00",72,98,3,2.5,217,160,135,1022.5,1.6,63,-4.7,0,1.2,0,53,59
"S120008",54529,"2016-12-17 01:00:00",64,96,3,2.4,227,165,160,1022.3,1.4,66,-4.3,0,1.5,0,54,59
"S120008",54529,"2016-12-17 02:00:00",55,93,3,2.4,231,169,165,1022.5,1,70,-3.9,0,1.6,0,55,59
"S120008",54529,"2016-12-17 03:00:00",48,83,4,2.2,235,171,169,1022.5,0.8,73,-3.5,0,1.4,0,56,59
"S120008",54529,"2016-12-17 04:00:00",47,78,6,2.1,226,177,171,1022.2,0.3,76,-3.4,0,1.4,0,57,59
"S120008",54529,"2016-12-17 05:00:00",49,78,5,2.3,217,181,177,1021.8,0.1,78,-3.3,0,1.5,0,58,59
"S120008",54529,"2016-12-17 06:00:00",50,83,3,2.6,224,172,181,1021.7,-0.3,80,-3.3,0,0.9,0,59,59
"S120008",54529,"2016-12-17 07:00:00",51,82,3,2.7,214,168,172,1022,-0.5,81,-3.4,0,1.1,0,60,59
"S120008",54529,"2016-12-17 08:00:00",105,91,4,4.6,273,180,168,1022.4,-2.3,86,-4.3,0,0.7,0,61,59
"S120008",54529,"2016-12-17 09:00:00",162,98,4,3.9,286,207,180,1022.9,-0.5,86,-2.6,0,0.7,0,62,59
"S120008",54529,"2016-12-17 10:00:00",123,83,11,3.6,262,208,207,1023.5,3.2,75,-0.8,0,0.6,0,63,59
"S120008",54529,"2016-12-17 11:00:00",70,61,23,2.6,200,164,208,1023.1,4.2,65,-1.8,0,2.3,0,64,59
"S120008",54529,"2016-12-17 12:00:00",79,88,14,2.6,202,153,164,1022.4,5.4,62,-1.3,0,1.9,0,65,59
"S120008",54529,"2016-12-17 13:00:00",58,72,26,1.9,184,160,153,1021.4,5.3,62,-1.4,0,3.2,0,66,59
"S120008",54529,"2016-12-17 14:00:00",51,58,36,1.7,174,153,160,1021.1,5.2,62,-1.5,0,3.1,0,67,59
"S120008",54529,"2016-12-17 15:00:00",47,61,33,1.9,176,145,153,1021.3,4.6,67,-1,0,2.9,0,68,59
"S120008",54529,"2016-12-17 16:00:00",47,79,23,1.9,162,138,145,1021.8,4,72,-0.6,0,2.2,0,69,59
"S120008",54529,"2016-12-17 17:00:00",52,106,5,2.2,184,141,138,1022.1,2.9,77,-0.7,0,1.5,0,70,59
"S120008",54529,"2016-12-17 18:00:00",51,102,5,2.4,196,158,141,1022.7,1.1,84,-1.3,0,0.6,0,71,59
"S120008",54529,"2016-12-17 19:00:00",51,105,4,2.5,203,164,158,1023,0.7,87,-1.2,0,1.1,0,72,59
"S120009",54528,"2016-12-14 20:00:00",21,53,15,1.2,70,50,40,1031.2,-1.1,36,-14.3,0,2,0,1,60
"S120009",54528,"2016-12-14 21:00:00",31,64,11,1.5,81,62,50,1031.1,-1.8,39,-14,0,1.9,0,2,60
"S120009",54528,"2016-12-14 22:00:00",45,69,12,1.6,94,68,62,1030.7,-1.4,36,-14.6,0,2,0,3,60
"S120009",54528,"2016-12-14 23:00:00",81,82,8,2.4,141,86,68,1030.3,-1.2,33,-15.5,0,2.2,0,4,60
"S120009",54528,"2016-12-15 00:00:00",72,76,9,2.1,152,135,86,1030,-1.1,33,-15.4,0,2.5,0,5,60
"S120009",54528,"2016-12-15 01:00:00",46,71,9,2,122,120,135,1030.3,-1.9,38,-14.4,0,1.9,0,6,60
"S120009",54528,"2016-12-15 02:00:00",42,71,8,2.1,117,111,120,1030.5,-2.2,41,-13.7,0,1.9,0,7,60
"S120009",54528,"2016-12-15 03:00:00",45,70,9,2.2,127,109,111,1030.2,-5,56,-12.4,0,1.9,0,8,60
"S120009",54528,"2016-12-15 04:00:00",42,68,9,2.2,137,120,109,1029.8,-4.1,54,-12,0,1.4,0,9,60
"S120009",54528,"2016-12-15 05:00:00",40,68,9,2.4,139,119,120,1030,-3.7,55,-11.4,0,1.4,0,10,60
"S120009",54528,"2016-12-15 06:00:00",38,71,8,2.5,139,119,119,1030.8,-6.4,69,-11.2,0,0.6,0,11,60
"S120009",54528,"2016-12-15 07:00:00",37,71,8,2.3,110,102,119,1031.6,-7.6,77,-10.9,0,1,0,12,60
"S120009",54528,"2016-12-15 08:00:00",24,52,11,1.4,61,56,102,1032.5,-4,63,-10,0,1.5,0,13,60
"S120009",54528,"2016-12-15 09:00:00",18,30,21,0.9,65,32,56,1033.4,0.7,39,-11.7,0,2.7,0,14,60
"S120009",54528,"2016-12-15 10:00:00",13,21,26,0.8,75,21,32,1034.4,2.1,35,-11.8,0,3.3,0,15,60
"S120009",54528,"2016-12-15 11:00:00",8,13,29,0.6,64,15,21,1034.4,2.8,31,-12.7,0,4.3,0,16,60
"S120009",54528,"2016-12-15 12:00:00",8,13,29,0.6,42,16,15,1033.9,3.5,26,-14.2,0,5.5,0,17,60
"S120009",54528,"2016-12-15 13:00:00",9,14,30,0.6,47,18,16,1033.5,3.8,25,-14.5,0,4.7,0,18,60
"S120009",54528,"2016-12-15 14:00:00",7,14,31,0.6,44,9,18,1033,4.2,24,-14.6,0,5.4,0,19,60
"S120009",54528,"2016-12-15 15:00:00",7,15,32,0.6,38,13,9,1033.3,4.5,23,-14.9,0,3.9,0,20,60
"S120009",54528,"2016-12-15 16:00:00",7,24,28,0.6,40,9,13,1033.3,3.8,25,-14.5,0,2.6,0,21,60
"S120009",54528,"2016-12-15 17:00:00",10,40,20,0.7,40,16,9,1033.2,0.7,33,-13.8,0,1.4,0,22,60
"S120009",54528,"2016-12-15 18:00:00",10,47,15,0.7,44,19,16,1033.4,1.4,30,-14.3,0,3.6,0,23,60
"S120009",54528,"2016-12-15 19:00:00",12,55,12,0.9,48,26,19,1033.5,0.8,29,-15.3,0,3,0,24,60
"S120009",54528,"2016-12-15 20:00:00",14,55,11,1,52,25,26,1033.7,-0.9,34,-14.8,0,1.6,0,25,60
"S120009",54528,"2016-12-15 21:00:00",19,63,7,1,54,30,25,1033.7,-2.3,40,-14.1,0,1.4,0,26,60
"S120009",54528,"2016-12-15 22:00:00",18,64,6,1.2,57,32,30,1033.9,-0.1,32,-14.9,0,2.4,0,27,60
"S120009",54528,"2016-12-15 23:00:00",22,67,5,1.5,65,39,32,1033.6,-4.5,47,-14.1,0,0.1,0,28,60
"S120009",54528,"2016-12-16 00:00:00",22,67,5,1.3,56,42,39,1033.2,-5.1,53,-13.2,0,1.7,0,29,60
"S120009",54528,"2016-12-16 01:00:00",54,75,6,1.9,142,60,42,1032.6,-4.6,50,-13.5,0,1.1,0,30,60
"S120009",54528,"2016-12-16 02:00:00",72,81,8,2.8,208,127,60,1032.1,-4.4,55,-12.1,0,1.5,0,31,60
"S120009",54528,"2016-12-16 03:00:00",76,80,9,3,218,165,127,1031.8,-0.6,48,-10.3,0,2.7,0,32,60
"S120009",54528,"2016-12-16 04:00:00",73,76,10,2.6,191,160,165,1031.3,-1.2,51,-10.1,0,3.1,0,33,60
"S120009",54528,"2016-12-16 05:00:00",68,74,10,2.6,175,154,160,1030.6,-1.3,50,-10.4,0,2.2,0,34,60
"S120009",54523,"2016-12-16 06:00:00",52,71,11,2.6,153,144,154,NA,NA,NA,NA,NA,NA,0,35,60
"S120009",54528,"2016-12-16 07:00:00",43,68,11,2.5,145,137,144,1030.2,-1.8,54,-9.9,0,3.2,0,36,60
"S120009",54528,"2016-12-16 08:00:00",41,61,12,2.3,146,130,137,1029.8,-2.5,59,-9.4,0,1.9,0,37,60
"S120009",54528,"2016-12-16 09:00:00",41,58,13,2.3,156,134,130,1030,-1.4,58,-8.6,0,2.8,0,38,60
"S120009",54528,"2016-12-16 10:00:00",49,57,16,2.5,176,143,134,1029.6,0.4,56,-7.4,0,2.5,0,39,60
"S120009",54528,"2016-12-16 11:00:00",66,64,17,2.8,205,167,143,1028.1,2.9,53,-5.8,0,3.6,0,40,60
"S120009",54528,"2016-12-16 12:00:00",69,64,22,2.9,219,178,167,1026.7,4.7,47,-5.7,0,3.8,0,41,60
"S120009",54523,"2016-12-16 13:00:00",69,72,21,3.3,241,186,178,NA,NA,NA,NA,NA,NA,0,42,60
"S120009",54528,"2016-12-16 14:00:00",62,70,23,2.9,241,203,186,1024.2,7.6,41,-4.8,0,3.1,0,43,60
"S120009",54528,"2016-12-16 15:00:00",60,73,23,2.8,239,196,203,1023.7,7.6,40,-5.2,0,2,0,44,60
"S120009",54528,"2016-12-16 16:00:00",55,76,21,2.6,230,198,196,1023.1,6.8,43,-4.9,0,1.4,0,45,60
"S120009",54528,"2016-12-16 17:00:00",59,92,12,2.6,230,205,198,1023,3.4,54,-5,0,0.9,0,46,60
"S120009",54528,"2016-12-16 18:00:00",75,95,12,3.1,239,202,205,1022.9,0.8,64,-5.2,0,0.7,0,47,60
"S120009",54528,"2016-12-16 19:00:00",69,91,12,2.9,235,201,202,1022.8,5.1,49,-4.8,0,2,0,48,60
"S120009",54528,"2016-12-16 20:00:00",76,97,10,4.6,256,190,201,1022.6,4.7,50,-4.9,0,1.7,0,49,60
"S120009",54528,"2016-12-16 21:00:00",76,95,11,4,265,226,190,1022.6,4.2,53,-4.5,0,2.1,0,50,60
"S120009",54528,"2016-12-16 22:00:00",71,91,11,3.7,230,221,226,1022.5,4.1,57,-3.7,0,2.2,0,51,60
"S120009",54528,"2016-12-16 23:00:00",68,90,11,3.3,227,215,221,1022.4,3.5,60,-3.5,0,1.6,0,52,60
"S120009",54528,"2016-12-17 00:00:00",61,87,11,3.9,263,222,215,1022.3,3.2,63,-3.2,0,2.9,0,53,60
"S120009",54528,"2016-12-17 01:00:00",51,86,11,2.9,250,227,222,1022.2,2.6,66,-3.1,0,2.4,0,54,60
"S120009",54528,"2016-12-17 02:00:00",44,82,10,2.4,232,214,227,1022.5,0,76,-3.7,0,1,0,55,60
"S120009",54528,"2016-12-17 03:00:00",41,71,12,2.5,232,216,214,1022.5,-1.3,85,-3.5,0,1.4,0,56,60
"S120009",54528,"2016-12-17 04:00:00",35,72,11,2.5,224,201,216,1022.1,1.1,76,-2.7,0,2.2,0,57,60
"S120009",54528,"2016-12-17 05:00:00",34,71,11,2.7,224,194,201,1021.8,-0.1,81,-3,0,1.5,0,58,60
"S120009",54528,"2016-12-17 06:00:00",29,74,10,2.9,228,192,194,1021.6,0,83,-2.5,0,1.7,0,59,60
"S120009",54528,"2016-12-17 07:00:00",26,83,11,3.7,258,210,192,1021.8,-1.6,87,-3.5,0,1.5,0,60,60
"S120009",54528,"2016-12-17 08:00:00",34,93,12,5,316,238,210,1022.3,-3.7,93,-4.7,0,1.5,0,61,60
"S120009",54528,"2016-12-17 09:00:00",45,98,13,5,362,292,238,1022.9,-1.5,93,-2.5,0,0.6,0,62,60
"S120009",54528,"2016-12-17 10:00:00",42,63,17,2.3,NA,250,292,1023.5,1.8,81,-1.1,0,0.9,0,63,60
"S120009",54528,"2016-12-17 11:00:00",45,62,19,2.5,219,189,250,1023,3.7,70,-1.3,0,1.2,0,64,60
"S120009",54528,"2016-12-17 12:00:00",44,89,16,3.2,292,226,189,1022,4.6,66,-1.2,0,1.1,0,65,60
"S120009",54528,"2016-12-17 13:00:00",33,83,17,2.5,268,245,226,1021.4,5.4,61,-1.5,0,1.1,0,66,60
"S120009",54528,"2016-12-17 14:00:00",36,86,16,2.5,262,235,245,1021,5.8,62,-0.9,0,1.5,0,67,60
"S120009",54528,"2016-12-17 15:00:00",35,94,13,2.8,247,231,235,1021.2,4.7,68,-0.7,0,1.2,0,68,60
"S120009",54528,"2016-12-17 16:00:00",30,91,11,2.8,231,219,231,1021.4,4.4,69,-0.8,0,0.5,0,69,60
"S120009",54528,"2016-12-17 17:00:00",27,97,9,2.7,228,213,219,1022,1.1,79,-2.1,0,0.9,0,70,60
"S120009",54528,"2016-12-17 18:00:00",27,99,9,2.9,236,215,213,1022.5,-0.6,86,-2.7,0,0,0,71,60
"S120009",54528,"2016-12-17 19:00:00",27,99,9,3.2,241,215,215,1022.8,-2.1,93,-3.1,0,0.7,0,72,60
"S370204",54943,"2016-12-14 20:00:00",20,NA,38,0.461,34,25,28,1030.2,-2,66,-7.5,0,1.2,0,1,61
"S370204",54943,"2016-12-14 21:00:00",21,NA,35,0.486,42,26,25,1030.3,-2.4,68,-7.5,0,1,0,2,61
"S370204",54943,"2016-12-14 22:00:00",20,NA,44,0.387,47,28,26,1030.1,-2.9,70,-7.6,0,0.4,0,3,61
"S370204",54943,"2016-12-14 23:00:00",20,NA,45,0.372,42,25,28,1030.1,-3,71,-7.5,0,0.9,0,4,61
"S370204",54943,"2016-12-15 00:00:00",31,NA,25,0.555,35,26,25,1029.7,-3.2,72,-7.5,0,1.1,0,5,61
"S370204",54943,"2016-12-15 01:00:00",52,NA,10,0.817,65,46,26,1029.6,-3.7,75,-7.5,0,0.8,0,6,61
"S370204",54943,"2016-12-15 02:00:00",52,NA,12,0.812,82,57,46,1029.8,-3.7,75,-7.5,0,1.2,0,7,61
"S370204",54943,"2016-12-15 03:00:00",39,NA,9,0.894,85,63,57,1029.6,-3.8,75,-7.6,0,1.2,0,8,61
"S370204",54943,"2016-12-15 04:00:00",32,NA,8,0.836,117,69,63,1029.6,-4,77,-7.4,0,1.5,0,9,61
"S370204",54943,"2016-12-15 05:00:00",36,NA,8,0.699,129,71,69,1029.6,-4.3,77,-7.7,0,1.4,0,10,61
"S370204",54943,"2016-12-15 06:00:00",38,NA,8,0.715,101,65,71,1030.2,-4.5,76,-8.1,0,1,0,11,61
