"Year","NOM_MUN","idunico","co_num","presence_strength","n.cell","n.weak","n.strong","war","peace","idunico_num","new_cartel_presence","intentional_hom","hom_ym","hom_all","MU_Type","policial","estatal","unico","population","population_male","population_female","population_over17","born_in_state","illiterate_over15","inschool_15to17","inschool_18to24","noschooling_over15","primaryincomplete_over15","yearsofschooling_average","single_over11","indigenousspeaker_over2","economicallyactive","economicallyinactive","employed","housing","homes","homes_malehead","homes_femalehead","ncand","elec_comp","elec_comp_perc","party.mayor","party.governor","party.pres","political_vulnerability","state_political_vulnerability","federal_political_vulnerability","mun_election_year","TT_PERSO","police_any_hom_worked","police_mun_hom_worked","police_state_hom_worked","police_fed_hom_worked","police_any_hom_killed","police_mun_hom_killed","police_state_hom_killed","police_fed_hom_killed","mu","log_pop","log_econin","state_federal_political_vulnerability"
2002,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,NA,1,1,0,0,0,0,38309,17982,20327,20399,35601,4013,743,290,5041,6895,5,10327,57,10500,15715,10436,8034,8122,6470,1652,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,53,0,0,0,0,0,0,0,0,0,10.5534401345088,9.66237094923167,1
2003,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,NA,0,0,0,0,0,0,38309,17982,20327,20399,35601,4013,743,290,5041,6895,5,10327,57,10500,15715,10436,8034,8122,6470,1652,7,664,0.0552182952182952,"pri","pan","pan-pvem",1,1,1,1,53,0,0,0,0,0,0,0,0,0,10.5534401345088,9.66237094923167,1
2004,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,NA,0,2,0,0,0,0,38309,17982,20327,20399,35601,4013,743,290,5041,6895,5,10327,57,10500,15715,10436,8034,8122,6470,1652,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,53,0,0,0,0,0,0,0,0,0,10.5534401345088,9.66237094923167,0
2005,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,NA,0,2,0,0,0,0,38309,17982,20327,20399,35601,4013,743,290,5041,6895,5,10327,57,10500,15715,10436,8034,8122,6470,1652,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,53,0,0,0,0,0,0,0,0,0,10.5534401345088,9.66237094923167,0
2006,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,NA,0,3,0,0,0,0,38309,17982,20327,20399,35601,4013,743,290,5041,6895,5,10327,57,10500,15715,10436,8034,8122,6470,1652,2,3404,0.251106521097669,"pan","pan","pan-pvem",0,0,0,1,53,0,0,0,0,0,0,0,0,0,10.5534401345088,9.66237094923167,0
2007,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,NA,2,3,0,0,0,0,38309,17982,20327,20399,35601,4013,743,290,5041,6895,5,10327,57,10500,15715,10436,8034,8122,6470,1652,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,53,0,0,0,0,0,0,0,0,0,10.5534401345088,9.66237094923167,1
2008,"Manuel Doblado","11008",1,2,0,1,0,0,0,11008,1,NA,0,2,0,0,0,0,38309,17982,20327,20399,35601,4013,743,290,5041,6895,5,10327,57,10500,15715,10436,8034,8122,6470,1652,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,53,1,1,0,0,1,1,0,0,0,10.5534401345088,9.66237094923167,1
2009,"Manuel Doblado","11008",1,2,0,1,0,0,0,11008,0,NA,2,3,0,0,0,0,38309,17982,20327,20399,35601,4013,743,290,5041,6895,5,10327,57,10500,15715,10436,8034,8122,6470,1652,4,833,0.0591829484902309,"pri","pan-panal","pan",1,1,1,1,53,0,0,0,0,0,0,0,0,0,10.5534401345088,9.66237094923167,1
2010,"Manuel Doblado","11008",1,2,0,1,0,0,0,11008,0,NA,0,1,0,0,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,53,0,0,0,0,0,0,0,0,0,10.5225844515859,9.391327705757,0
2011,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,7,0,3,0,0,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,53,0,0,0,0,0,0,0,0,0,10.5225844515859,9.391327705757,0
2012,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,11,1,10,0,0,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,5,5115,0.305282005371531,"pan","pan-panal","pan",0,0,0,1,56,0,0,0,0,0,0,0,0,0,10.5225844515859,9.391327705757,0
2013,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,4,2,2,0,0,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,56,0,0,0,0,0,0,0,0,0,10.5225844515859,9.391327705757,0
2014,"Manuel Doblado","11008",0,0,0,0,0,0,0,11008,0,4,1,4,0,0,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,51,0,0,0,0,0,0,0,0,0,10.5225844515859,9.391327705757,0
2015,"Manuel Doblado","11008",1,2,0,1,0,0,0,11008,1,4,1,4,0,0,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,4,28,0.00174520069808026,"pri-pvem","pan-panal","pri-pvem",0,1,0,1,51,0,0,0,0,0,0,0,0,0,10.5225844515859,9.391327705757,0
2016,"Manuel Doblado","11008",1,2,0,1,0,0,0,11008,0,11,3,10,1,1,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,51,0,0,0,0,0,0,0,0,1,10.5225844515859,9.391327705757,0
2017,"Manuel Doblado","11008",1,2,0,1,0,0,0,11008,0,6,6,10,1,1,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,51,0,0,0,0,0,0,0,0,1,10.5225844515859,9.391327705757,0
2018,"Manuel Doblado","11008",1,2,0,1,0,0,0,11008,0,NA,NA,NA,1,1,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,7,1401,0.0793273314081875,"pan","pan-panal","pri-pvem",0,0,1,1,49,0,0,0,0,0,0,0,0,1,10.5225844515859,9.391327705757,0
2019,"Manuel Doblado","11008",1,3,0,0,1,0,0,11008,1,NA,NA,NA,1,1,0,0,37145,17546,19599,22978,34332,46,1037,434,3349,3895,5702,5.81,12614,14953,11984,9583,9141,6829,2312,13248,NA,NA,NA,"pri","pan-prd-mc","morena-pt-pes",1,1,1,0,49,1,1,0,0,1,1,0,0,1,10.5225844515859,9.391327705757,1
2020,"Manuel Doblado","11008",1,3,0,0,1,0,0,11008,0,NA,NA,NA,1,1,0,0,41240,21463,19777,27261,37923,23,1065,833,2585,3046,4511,7.2,18933,12594,18737,9917,11183,3367,7816,15891,NA,NA,NA,"pri","pan-prd-mc","morena-pt-pes",1,1,1,0,32,0,0,0,0,0,0,0,0,1,10.6271639381309,9.83825545759851,1
2021,"Manuel Doblado","11008",1,3,0,0,1,0,0,11008,0,NA,NA,NA,1,1,0,0,41240,21463,19777,27261,37923,23,1065,833,2585,3046,4511,7.2,18933,12594,18737,9917,11183,3367,7816,15891,8,991,0.0566156307129799,"pri","pan-prd-mc","morena-pt-pes",1,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,1,10.6271639381309,9.83825545759851,1
2000,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,0,0,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,4,4365,0.243297475057132,"pri","pan","pri",0,1,0,1,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,0
2001,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,1,2,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,0
2002,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,2,3,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,0
2003,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,0,2,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,6,1575,0.0903355319759105,"pan","pan","pan-pvem",0,0,0,1,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,0
2004,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,1,1,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,NA,NA,NA,"prd","pan","pan-pvem",1,1,1,0,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,1
2005,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,1,5,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,NA,NA,NA,"prd","pan","pan-pvem",1,1,1,0,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,1
2006,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,1,3,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,4,1405,0.0701517874975034,"prd","pan","pan-pvem",1,1,1,1,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,1
2007,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,2,3,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,0
2008,"Moroleón","11021",1,2,0,1,0,0,0,11021,1,NA,1,1,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,128,0,0,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,0
2009,"Moroleón","11021",1,2,0,1,0,0,0,11021,1,NA,7,9,0,0,0,0,47132,22009,25123,29892,41438,3198,1054,770,3734,7864,6,12493,107,17485,17862,17319,10842,11511,8951,2560,6,923,0.0500949796472185,"pan","pan-panal","pan",0,0,0,1,128,1,1,0,0,0,0,0,0,0,10.7607074548332,9.79043083024383,0
2010,"Moroleón","11021",2,2,0,2,0,1,0,11021,1,NA,1,3,0,0,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,128,2,0,2,0,2,0,2,0,0,10.8069766925731,9.92510226250854,1
2011,"Moroleón","11021",2,2,1,1,0,1,0,11021,1,9,2,4,0,0,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,128,0,0,0,0,0,0,0,0,0,10.8069766925731,9.92510226250854,1
2012,"Moroleón","11021",3,2,1,2,0,1,0,11021,1,3,0,3,0,0,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,6,688,0.0306458797327394,"pri","pan-panal","pan",1,1,1,1,136,0,0,0,0,0,0,0,0,0,10.8069766925731,9.92510226250854,1
2013,"Moroleón","11021",3,2,1,2,0,1,0,11021,1,2,0,1,0,0,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,NA,NA,NA,"prd","pan-panal","pri-pvem",1,1,1,0,136,0,0,0,0,0,0,0,0,0,10.8069766925731,9.92510226250854,1
2014,"Moroleón","11021",2,2,0,2,0,1,0,11021,1,14,8,21,0,0,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,NA,NA,NA,"prd","pan-panal","pri-pvem",1,1,1,0,146,0,0,0,0,0,0,0,0,0,10.8069766925731,9.92510226250854,1
2015,"Moroleón","11021",1,1,1,0,0,0,0,11021,1,7,2,5,1,1,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,6,622,0.0303340648622287,"prd","pan-panal","pri-pvem",1,1,1,1,146,0,0,0,0,0,0,0,0,1,10.8069766925731,9.92510226250854,1
2016,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,3,2,6,1,1,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,NA,NA,NA,"prd","pan-panal","pri-pvem",1,1,1,0,145,0,0,0,0,0,0,0,0,1,10.8069766925731,9.92510226250854,1
2017,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,6,9,17,1,1,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,NA,NA,NA,"prd","pan-panal","pri-pvem",1,1,1,0,145,0,0,0,0,0,0,0,0,1,10.8069766925731,9.92510226250854,1
2018,"Moroleón","11021",0,0,0,0,0,0,0,11021,0,NA,NA,NA,1,1,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,7,6421,0.275958397799553,"prd","pan-panal","pri-pvem",1,1,1,1,204,0,0,0,0,0,0,0,0,1,10.8069766925731,9.92510226250854,1
2019,"Moroleón","11021",2,3,0,1,1,1,0,11021,1,NA,NA,NA,1,1,0,0,49364,23282,26082,33508,42077,80,1715,1674,2668,3062,6243,7.58,21670,16793,20437,12830,12880,9681,3199,17786,NA,NA,NA,"prd","pan-prd-mc","morena-pt-pes",0,0,1,0,204,0,0,0,0,0,0,0,0,1,10.8069766925731,9.92510226250854,0
2020,"Moroleón","11021",3,3,1,1,1,1,1,11021,1,NA,NA,NA,1,1,0,0,47261,24559,22702,35309,43772,13,1641,1700,2025,2148,4338,8.7,25507,14100,25071,13187,14271,5065,9206,19856,NA,NA,NA,"prd","pan-prd-mc","morena-pt-pes",0,0,1,0,194,2,2,0,0,4,3,1,0,1,10.76344071006,10.1294670786695,0
2021,"Moroleón","11021",3,3,1,1,1,1,1,11021,1,NA,NA,NA,1,1,0,0,47261,24559,22702,35309,43772,13,1641,1700,2025,2148,4338,8.7,25507,14100,25071,13187,14271,5065,9206,19856,7,5643,0.271559191530318,"prd","pan-prd-mc","morena-pt-pes",0,0,1,1,194,NA,NA,NA,NA,NA,NA,NA,NA,1,10.76344071006,10.1294670786695,0
2000,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,0,2,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,6,433,0.0443783949984626,"pri","pan","pri",0,1,0,1,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,0
2001,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,1,1,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,NA,NA,NA,"pcd","pan","pan-pvem",1,1,1,0,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,1
2002,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,0,0,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,NA,NA,NA,"pcd","pan","pan-pvem",1,1,1,0,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,1
2003,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,0,0,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,4,1203,0.183973084569506,"pcd","pan","pan-pvem",1,1,1,1,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,1
2004,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,0,0,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,0
2005,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,1,1,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,0
2006,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,0,0,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,2,1792,0.244141689373297,"pan","pan","pan-pvem",0,0,0,1,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,0
2007,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,0,0,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,0
2008,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,0,3,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,0
2009,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,1,2,0,0,0,0,20984,9983,11001,10078,19188,2115,415,163,2882,3688,4,5622,28,3998,9390,3953,4022,4100,3064,1036,3,1117,0.131288199341796,"pan","pan-panal","pan",0,0,0,1,59,0,0,0,0,0,0,0,0,0,9.95151552154671,9.14740057220231,0
2010,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,0,1,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,NA,NA,NA,"pri-prd","pan-panal","pan",1,1,1,0,59,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,1
2011,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,2,2,2,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,NA,NA,NA,"pri-prd","pan-panal","pan",1,1,1,0,59,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,1
2012,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,1,0,0,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,3,571,0.0562894321766562,"pri-prd","pan-panal","pan",1,1,1,1,60,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,1
2013,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,0,0,1,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,60,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,0
2014,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,0,0,1,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,58,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,0
2015,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,4,3,4,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,4,1171,0.116459472899055,"pan","pan-panal","pri-pvem",0,0,1,1,58,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,0
2016,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,1,0,2,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,NA,NA,NA,"pri","pan-panal","pri-pvem",0,1,0,0,51,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,0
2017,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,0,0,0,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,NA,NA,NA,"pri","pan-panal","pri-pvem",0,1,0,0,51,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,0
2018,"Ocampo","11022",0,0,0,0,0,0,0,11022,0,NA,NA,NA,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,8,140,0.0139386698526484,"pri","pan-panal","pri-pvem",0,1,0,1,51,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,0
2019,"Ocampo","11022",1,2,0,1,0,0,0,11022,1,NA,NA,NA,0,0,0,0,22683,10870,11813,12789,20204,20,802,294,1949,2197,3476,5.8,7355,8794,6767,6400,4962,3849,1113,7236,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,51,0,0,0,0,0,0,0,0,0,10.0293710242264,8.81981313623223,0
2020,"Ocampo","11022",1,2,0,1,0,0,0,11022,0,NA,NA,NA,0,0,0,0,26383,12881,13502,17149,22324,30,787,430,1504,1979,2903,7.16,11790,8317,11660,6846,6134,2070,4064,8897,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,64,0,0,0,0,0,0,0,0,0,10.1804751423224,9.36391945990448,0
2021,"Ocampo","11022",1,2,0,1,0,0,0,11022,0,NA,NA,NA,0,0,0,0,26383,12881,13502,17149,22324,30,787,430,1504,1979,2903,7.16,11790,8317,11660,6846,6134,2070,4064,8897,7,2304,0.223732763643426,"pan","pan-prd-mc","morena-pt-pes",0,0,1,1,64,NA,NA,NA,NA,NA,NA,NA,NA,0,10.1804751423224,9.36391945990448,0
2000,"Pénjamo","11023",0,0,0,0,0,0,0,11023,0,NA,3,5,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,7,7765,0.164171846589708,"pri","pan","pri",0,1,0,1,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,0
2001,"Pénjamo","11023",0,0,0,0,0,0,0,11023,0,NA,3,10,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,0
2002,"Pénjamo","11023",0,0,0,0,0,0,0,11023,0,NA,4,6,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,0
2003,"Pénjamo","11023",0,0,0,0,0,0,0,11023,0,NA,3,9,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,6,1740,0.042896235485541,"pan","pan","pan-pvem",0,0,0,1,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,0
2004,"Pénjamo","11023",0,0,0,0,0,0,0,11023,0,NA,4,9,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,1
2005,"Pénjamo","11023",0,0,0,0,0,0,0,11023,0,NA,1,5,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,1
2006,"Pénjamo","11023",0,0,0,0,0,0,0,11023,0,NA,3,12,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,5,17711,0.340897717211379,"pri","pan","pan-pvem",1,1,1,1,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,1
2007,"Pénjamo","11023",0,0,0,0,0,0,0,11023,0,NA,4,11,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,0
2008,"Pénjamo","11023",1,2,0,1,0,0,0,11023,1,NA,6,13,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,0
2009,"Pénjamo","11023",2,2,0,2,0,1,0,11023,0,NA,9,13,0,0,0,0,144426,68026,76400,79782,126900,13669,3536,1704,16534,25737,5,39435,179,33001,67365,32524,29133,29958,23871,6087,7,22586,0.449410032433293,"pan","pan-panal","pan",0,0,0,1,226,0,0,0,0,0,0,0,0,0,11.8805225446345,11.1178808741899,0
2010,"Pénjamo","11023",2,2,0,2,0,1,0,11023,1,NA,2,12,0,0,0,0,149936,70551,79385,93800,125348,212,5228,3181,11879,13114,22245,6.47,49267,63182,46207,39979,35709,27118,8591,45859,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.9179638153636,10.7408865807441,0
2011,"Pénjamo","11023",3,2,1,2,0,1,0,11023,1,22,13,24,0,0,0,0,149936,70551,79385,93800,125348,212,5228,3181,11879,13114,22245,6.47,49267,63182,46207,39979,35709,27118,8591,45859,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,226,0,0,0,0,0,0,0,0,0,11.9179638153636,10.7408865807441,0
